repo_id,repo_name,org_id,org_login,repo_language,repo_license,org_type
65252,jekyll/jekyll,3083652,jekyll,Ruby,MIT License,组织用户
529502,scrapy/scrapy,733635,scrapy,Python,Other,组织用户
71948498,localstack/localstack,28732122,localstack,Python,Other,组织用户
29207621,caddyserver/caddy,12955528,caddyserver,Go,Apache License 2.0,组织用户
36502,git/git,18133,git,C,Other,组织用户
75104123,prettier/prettier,25822731,prettier,JavaScript,MIT License,组织用户
13233158,obsproject/obs-studio,7725691,obsproject,C,GNU General Public License v2.0,组织用户
34302698,serverless/serverless,13742415,serverless,JavaScript,MIT License,组织用户
51980455,alacritty/alacritty,29714349,alacritty,Rust,Apache License 2.0,组织用户
3432266,JetBrains/kotlin,878437,JetBrains,Kotlin,,组织用户
5152285,square/okhttp,82592,square,Kotlin,Apache License 2.0,组织用户
214587193,supabase/supabase,54469796,supabase,TypeScript,Apache License 2.0,组织用户
343965132,microsoft/ML-For-Beginners,6154722,microsoft,Jupyter Notebook,MIT License,组织用户
3214406,meteor/meteor,789528,meteor,JavaScript,Other,组织用户
15019962,tldr-pages/tldr,7366472,tldr-pages,Shell,Other,组织用户
11225014,etcd-io/etcd,41972792,etcd-io,Go,Apache License 2.0,组织用户
31629751,cypress-io/cypress,8908513,cypress-io,JavaScript,MIT License,组织用户
6093316,DefinitelyTyped/DefinitelyTyped,3637556,DefinitelyTyped,TypeScript,Other,组织用户
9852918,TryGhost/Ghost,2178663,TryGhost,JavaScript,MIT License,组织用户
15428480,ColorlibHQ/AdminLTE,39128121,ColorlibHQ,JavaScript,MIT License,组织用户
51148780,android/architecture-samples,32689599,android,Kotlin,Apache License 2.0,组织用户
99598595,parcel-bundler/parcel,32607881,parcel-bundler,JavaScript,MIT License,组织用户
24560307,babel/babel,9637642,babel,TypeScript,MIT License,组织用户
71995937,nuxt/nuxt.js,23360933,nuxt,JavaScript,Other,组织用户
58836534,algorithm-visualizer/algorithm-visualizer,38487505,algorithm-visualizer,JavaScript,MIT License,组织用户
16752620,gogs/gogs,6656686,gogs,JavaScript,MIT License,组织用户
220809393,Textualize/rich,93378883,Textualize,Python,MIT License,组织用户
1644196,JuliaLang/julia,743164,JuliaLang,Julia,Other,组织用户
41912791,v2ray/v2ray-core,14110142,v2ray,Go,MIT License,组织用户
1663468,mozilla/pdf.js,131524,mozilla,JavaScript,Apache License 2.0,组织用户
15062869,facebook/jest,69631,facebook,TypeScript,MIT License,组织用户
49970642,yarnpkg/yarn,22247014,yarnpkg,JavaScript,Other,组织用户
42408804,traefik/traefik,14280338,traefik,Go,MIT License,组织用户
892275,square/retrofit,82592,square,Java,Apache License 2.0,组织用户
94911145,facebook/docusaurus,69631,facebook,TypeScript,Other,组织用户
15452919,ethereum/go-ethereum,6250754,ethereum,Go,Other,组织用户
20619036,pi-hole/pi-hole,16827203,pi-hole,Shell,Other,组织用户
62367558,vercel/hyper,14985020,vercel,TypeScript,MIT License,组织用户
33791743,x64dbg/x64dbg,7937360,x64dbg,C++,Other,组织用户
3100121,nwjs/nw.js,10180421,nwjs,JavaScript,MIT License,组织用户
52281283,mastodon/mastodon,24979032,mastodon,Ruby,GNU Affero General Public License v3.0,组织用户
22458259,Alamofire/Alamofire,7774181,Alamofire,Swift,MIT License,组织用户
7741856,pixijs/pixijs,5406849,pixijs,TypeScript,MIT License,组织用户
67186968,chinese-poetry/chinese-poetry,30764933,chinese-poetry,JavaScript,MIT License,组织用户
231283452,excalidraw/excalidraw,59452120,excalidraw,TypeScript,MIT License,组织用户
4710920,apache/dubbo,47359,apache,Java,Apache License 2.0,组织用户
162998479,sherlock-project/sherlock,48293496,sherlock-project,Python,MIT License,组织用户
74627617,commaai/openpilot,16128714,commaai,Python,MIT License,组织用户
523379232,CompVis/stable-diffusion,30233788,CompVis,Jupyter Notebook,Other,组织用户
65794292,styled-components/styled-components,20658825,styled-components,TypeScript,MIT License,组织用户
140687430,dcloudio/uni-app,5485517,dcloudio,JavaScript,Apache License 2.0,组织用户
110446844,marktext/marktext,36623013,marktext,JavaScript,MIT License,组织用户
8681349,huginn/huginn,23225142,huginn,Ruby,MIT License,组织用户
357728969,oven-sh/bun,108928776,oven-sh,Zig,,组织用户
7569578,discourse/discourse,3220138,discourse,Ruby,Other,组织用户
3065454,impress/impress.js,5477410,impress,JavaScript,MIT License,组织用户
307260205,yt-dlp/yt-dlp,79589310,yt-dlp,Python,The Unlicense,组织用户
101138315,d2l-ai/d2l-zh,43974506,d2l-ai,Python,Apache License 2.0,组织用户
29261473,minio/minio,695951,minio,Go,GNU Affero General Public License v3.0,组织用户
102969245,golang-standards/project-layout,31396365,golang-standards,Makefile,Other,组织用户
27729880,grpc/grpc,7802525,grpc,C++,Apache License 2.0,组织用户
49609581,PowerShell/PowerShell,11524380,PowerShell,C#,MIT License,组织用户
69629434,FreeCodeCampChina/freecodecamp.cn,18478284,FreeCodeCampChina,CSS,Other,组织用户
41058054,isocpp/CppCoreGuidelines,13841574,isocpp,Python,Other,组织用户
173228436,NationalSecurityAgency/ghidra,11298292,NationalSecurityAgency,Java,Apache License 2.0,组织用户
931135,Leaflet/Leaflet,2854298,Leaflet,JavaScript,Other,组织用户
858127,pandas-dev/pandas,21206976,pandas-dev,Python,"BSD 3-Clause ""New"" or ""Revised"" License",组织用户
17803236,rclone/rclone,24937341,rclone,Go,MIT License,组织用户
27442967,fastlane/fastlane,11098337,fastlane,Ruby,MIT License,组织用户
67962648,vuetifyjs/vuetify,22138497,vuetifyjs,TypeScript,MIT License,组织用户
5923215,hexojs/hexo,6375567,hexojs,JavaScript,MIT License,组织用户
17728164,hashicorp/terraform,761456,hashicorp,Go,Mozilla Public License 2.0,组织用户
364474335,google/zx,1342004,google,TypeScript,Apache License 2.0,组织用户
1903522,php/php-src,25158,php,C,Other,组织用户
12820537,slatedocs/slate,54482270,slatedocs,SCSS,Apache License 2.0,组织用户
667006,videojs/video.js,3287189,videojs,JavaScript,Other,组织用户
17165658,apache/spark,47359,apache,Scala,Apache License 2.0,组织用户
35866694,RocketChat/Rocket.Chat,12508788,RocketChat,TypeScript,Other,组织用户
137078487,vuejs/vue-next,6128107,vuejs,TypeScript,MIT License,组织用户
53238813,Homebrew/brew,1503512,Homebrew,Ruby,"BSD 2-Clause ""Simplified"" License",组织用户
83119431,apachecn/ailearning,24802038,apachecn,Python,Other,组织用户
5239185,quilljs/quill,7089101,quilljs,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License",组织用户
47394776,lerna/lerna,19333396,lerna,JavaScript,MIT License,组织用户
264818686,ultralytics/yolov5,26833451,ultralytics,Python,GNU General Public License v3.0,组织用户
72495579,go-gitea/gitea,12724356,go-gitea,Go,MIT License,组织用户
2935735,adobe/brackets,476009,adobe,JavaScript,MIT License,组织用户
26783295,Kong/kong,962416,Kong,Lua,Other,组织用户
42283287,preactjs/preact,26872990,preactjs,JavaScript,MIT License,组织用户
70198875,airbnb/lottie-android,698437,airbnb,Java,Apache License 2.0,组织用户
11551538,koajs/koa,5055057,koajs,JavaScript,MIT License,组织用户
101394335,ant-design/ant-design-pro,12101536,ant-design,TypeScript,MIT License,组织用户
163883279,nektos/act,3813618,nektos,Go,MIT License,组织用户
1828795,AFNetworking/AFNetworking,1181541,AFNetworking,Objective-C,MIT License,组织用户
108761645,nocodb/nocodb,50206778,nocodb,Vue,GNU Affero General Public License v3.0,组织用户
11267509,bumptech/glide,423539,bumptech,Java,Other,组织用户
4086616,shadowsocks/shadowsocks,3006190,shadowsocks,Python,,组织用户
7190986,shadowsocks/shadowsocks-android,3006190,shadowsocks,Kotlin,Other,组织用户
42489829,rust-lang/rustlings,5430905,rust-lang,Rust,MIT License,组织用户
41986369,pingcap/tidb,11855343,pingcap,Go,Apache License 2.0,组织用户
12791642,BVLC/caffe,6182163,BVLC,C++,Other,组织用户
63266213,open-guides/og-aws,17152571,open-guides,Shell,Creative Commons Attribution 4.0 International,组织用户
873328,getsentry/sentry,1396951,getsentry,Python,Other,组织用户
11167738,gulpjs/gulp,6200624,gulpjs,JavaScript,MIT License,组织用户
154747577,google-research/bert,43830688,google-research,Python,Apache License 2.0,组织用户
159152904,jeecgboot/jeecg-boot,86360035,jeecgboot,Java,Apache License 2.0,组织用户
35969061,google/styleguide,1342004,google,HTML,Apache License 2.0,组织用户
119811010,tabler/tabler,35471246,tabler,HTML,MIT License,组织用户
174038031,react-hook-form/react-hook-form,53986236,react-hook-form,TypeScript,MIT License,组织用户
21413198,immutable-js/immutable-js,46405934,immutable-js,TypeScript,MIT License,组织用户
60630844,microsoft/monaco-editor,6154722,microsoft,JavaScript,MIT License,组织用户
67508428,jgraph/drawio,1769238,jgraph,JavaScript,Apache License 2.0,组织用户
74175805,istio/istio,23534644,istio,Go,Apache License 2.0,组织用户
29268051,google/material-design-lite,1342004,google,HTML,Apache License 2.0,组织用户
128624453,NervJS/taro,30794937,NervJS,TypeScript,MIT License,组织用户
76838017,iina/iina,35151645,iina,Swift,GNU General Public License v3.0,组织用户
38558578,nativefier/nativefier,69503009,nativefier,TypeScript,MIT License,组织用户
207645083,TanStack/query,72518640,TanStack,TypeScript,MIT License,组织用户
6988020,SheetJS/sheetjs,5826089,SheetJS,Makefile,Apache License 2.0,组织用户
94498635,carbon-app/carbon,52179379,carbon-app,JavaScript,MIT License,组织用户
45512989,xitu/gold-miner,10482599,xitu,,,组织用户
178991158,starship/starship,49654870,starship,Rust,ISC License,组织用户
130688011,meilisearch/meilisearch,43250847,meilisearch,Rust,MIT License,组织用户
23405758,google/leveldb,1342004,google,C++,"BSD 3-Clause ""New"" or ""Revised"" License",组织用户
146633589,alibaba/arthas,1961952,alibaba,Java,Apache License 2.0,组织用户
191113739,0voice/interview_internal_reference,43104160,0voice,Python,,组织用户
29290473,XX-net/XX-Net,10395542,XX-net,Python,,组织用户
21938243,rust-unofficial/awesome-rust,20820960,rust-unofficial,Rust,Creative Commons Zero v1.0 Universal,组织用户
169677297,vlang/v,46413578,vlang,V,MIT License,组织用户
10446890,bilibili/ijkplayer,12002442,bilibili,C,Other,组织用户
30203935,metabase/metabase,10520629,metabase,Clojure,Other,组织用户
13855476,go-gorm/gorm,15127678,go-gorm,Go,MIT License,组织用户
212613049,cli/cli,59704711,cli,Go,MIT License,组织用户
68720867,firstcontributions/first-contributions,37713493,firstcontributions,,MIT License,组织用户
125266328,psf/black,50630501,psf,Python,MIT License,组织用户
24841635,date-fns/date-fns,14921202,date-fns,TypeScript,Other,组织用户
377496562,AppFlowy-IO/appflowy,86002201,AppFlowy-IO,Rust,GNU Affero General Public License v3.0,组织用户
2562751,zxing/zxing,1122572,zxing,Java,Apache License 2.0,组织用户
1614410,FFmpeg/FFmpeg,729418,FFmpeg,C,Other,组织用户
1064563,netty/netty,473791,netty,Java,Apache License 2.0,组织用户
13840241,freeCodeCamp/devdocs,9892522,freeCodeCamp,Ruby,Other,组织用户
17620347,dotnet/aspnetcore,9141961,dotnet,C#,MIT License,组织用户
62156403,QSCTech/zju-icicles,4727983,QSCTech,HTML,,组织用户
202890778,chakra-ui/chakra-ui,54212428,chakra-ui,TypeScript,MIT License,组织用户
60844036,shadowsocks/ShadowsocksX-NG,3006190,shadowsocks,Swift,GNU General Public License v3.0,组织用户
52773157,typeorm/typeorm,20165699,typeorm,TypeScript,MIT License,组织用户
5625464,pyenv/pyenv,16530698,pyenv,Shell,MIT License,组织用户
44662669,dbeaver/dbeaver,34743864,dbeaver,Java,Apache License 2.0,组织用户
48610662,acmesh-official/acme.sh,60454762,acmesh-official,Shell,GNU General Public License v3.0,组织用户
519832,mitmproxy/mitmproxy,4652787,mitmproxy,Python,MIT License,组织用户
48626335,vuejs/vue-cli,6128107,vuejs,JavaScript,MIT License,组织用户
26516210,certbot/certbot,17889013,certbot,Python,Other,组织用户
2573058,foundation/foundation-sites,35962841,foundation,HTML,MIT License,组织用户
40997482,vim/vim,11618545,vim,Vim script,Vim License,组织用户
3577919,beego/beego,3884041,beego,Go,Other,组织用户
259463685,carbon-language/carbon-lang,63681715,carbon-language,C++,Other,组织用户
37958358,naptha/tesseract.js,7720173,naptha,JavaScript,Apache License 2.0,组织用户
57222302,openai/gym,14957082,openai,Python,Other,组织用户
2293158,rapid7/metasploit-framework,1013671,rapid7,Ruby,Other,组织用户
281975310,type-challenges/type-challenges,68700335,type-challenges,TypeScript,MIT License,组织用户
137724480,hasura/graphql-engine,13966722,hasura,TypeScript,Other,组织用户
94367677,formium/formik,50745844,formium,TypeScript,Apache License 2.0,组织用户
30969188,react-boilerplate/react-boilerplate,25323389,react-boilerplate,JavaScript,MIT License,组织用户
2096579,markedjs/marked,19886934,markedjs,JavaScript,Other,组织用户
99761907,atlassian/react-beautiful-dnd,168166,atlassian,JavaScript,Other,组织用户
39840932,google/googletest,1342004,google,C++,"BSD 3-Clause ""New"" or ""Revised"" License",组织用户
33884891,apache/airflow,47359,apache,Python,Apache License 2.0,组织用户
7548986,laravel/framework,958072,laravel,PHP,MIT License,组织用户
1116542,aria2/aria2,13545224,aria2,C++,Other,组织用户
95189138,alibaba/p3c,1961952,alibaba,Kotlin,Apache License 2.0,组织用户
95876775,elsewhencode/project-guidelines,7815827,elsewhencode,JavaScript,MIT License,组织用户
32247847,ReactiveX/rxjs,6407041,ReactiveX,TypeScript,Apache License 2.0,组织用户
15045751,docker/compose,5429470,docker,Python,Apache License 2.0,组织用户
180190854,appwrite/appwrite,25003669,appwrite,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License",组织用户
34824499,square/leakcanary,82592,square,Kotlin,Apache License 2.0,组织用户
1844251,tastejs/todomvc,1733746,tastejs,JavaScript,Other,组织用户
569041,curl/curl,16928085,curl,C,Other,组织用户
192925833,prisma/prisma,17219288,prisma,TypeScript,Apache License 2.0,组织用户
10788737,codepath/android_guides,3710273,codepath,,MIT License,组织用户
31085130,airbnb/lottie-web,698437,airbnb,JavaScript,MIT License,组织用户
39176269,vuejs/vuex,6128107,vuejs,JavaScript,MIT License,组织用户
458058,symfony/symfony,143937,symfony,PHP,MIT License,组织用户
29891188,standard/standard,29208316,standard,JavaScript,MIT License,组织用户
158703981,lib-pku/libpku,44827603,lib-pku,TeX,,组织用户
53127403,apolloconfig/apollo,83490506,apolloconfig,Java,Apache License 2.0,组织用户
19745004,odoo/odoo,6368483,odoo,Python,Other,组织用户
262296122,PaddlePaddle/PaddleOCR,23534030,PaddlePaddle,Python,Apache License 2.0,组织用户
92443980,jgraph/drawio-desktop,1769238,jgraph,Shell,Apache License 2.0,组织用户
13584262,webtorrent/webtorrent,5800008,webtorrent,JavaScript,MIT License,组织用户
193215554,n8n-io/n8n,45487711,n8n-io,TypeScript,Other,组织用户
790359,sequelize/sequelize,3591786,sequelize,JavaScript,MIT License,组织用户
50447720,kodecocodes/swift-algorithm-club,4722515,kodecocodes,Swift,MIT License,组织用户
1864363,composer/composer,837015,composer,PHP,MIT License,组织用户
36836475,tmux/tmux,12054114,tmux,C,Other,组织用户
13078968,postcss/postcss,8296347,postcss,TypeScript,MIT License,组织用户
170326929,goabstract/Awesome-Design-Tools,18014107,goabstract,JavaScript,MIT License,组织用户
91253698,ccxt/ccxt,31901609,ccxt,JavaScript,MIT License,组织用户
42920477,layui/layui,7955643,layui,JavaScript,MIT License,组织用户
31288958,hashicorp/vault,761456,hashicorp,Go,Mozilla Public License 2.0,组织用户
28167802,Tencent/weui,18461506,Tencent,Less,Other,组织用户
58842707,trailofbits/algo,2314423,trailofbits,Python,GNU Affero General Public License v3.0,组织用户
60246359,ClickHouse/ClickHouse,54801242,ClickHouse,C++,Apache License 2.0,组织用户
49122742,Wechat-Group/WxJava,19882207,Wechat-Group,Java,Apache License 2.0,组织用户
151619717,google-research/google-research,43830688,google-research,Jupyter Notebook,Apache License 2.0,组织用户
168008797,microsoft/calculator,6154722,microsoft,C++,MIT License,组织用户
2700159,alibaba/druid,1961952,alibaba,Java,Other,组织用户
16563587,cockroachdb/cockroach,6748139,cockroachdb,Go,Other,组织用户
16607898,harness/drone,34780278,harness,Go,Other,组织用户
46273445,transloadit/uppy,125754,transloadit,JavaScript,MIT License,组织用户
120395176,alibaba/easyexcel,1961952,alibaba,Java,Apache License 2.0,组织用户
15308499,SortableJS/Sortable,17040762,SortableJS,JavaScript,MIT License,组织用户
32215970,mobxjs/mobx,17475736,mobxjs,TypeScript,MIT License,组织用户
69495170,fastify/fastify,24939410,fastify,JavaScript,Other,组织用户
36891867,angular/angular-cli,139426,angular,TypeScript,MIT License,组织用户
6452529,rethinkdb/rethinkdb,1229647,rethinkdb,C++,Other,组织用户
14125254,hashicorp/consul,761456,hashicorp,Go,Mozilla Public License 2.0,组织用户
2541284,cheeriojs/cheerio,7230330,cheeriojs,TypeScript,MIT License,组织用户
164140756,files-community/Files,65931357,files-community,C#,MIT License,组织用户
53370988,GoogleChrome/lighthouse,1778935,GoogleChrome,JavaScript,Apache License 2.0,组织用户
114466145,yewstack/yew,49116234,yewstack,Rust,Other,组织用户
56899284,Kong/insomnia,962416,Kong,JavaScript,MIT License,组织用户
1481305,realpython/python-guide,5448020,realpython,Batchfile,Other,组织用户
4793392,sqlmapproject/sqlmap,735289,sqlmapproject,Python,Other,组织用户
1283503,request/request,730467,request,JavaScript,Apache License 2.0,组织用户
1254497,codemirror/codemirror5,8876537,codemirror,JavaScript,MIT License,组织用户
402046,parallax/jsPDF,320004,parallax,JavaScript,MIT License,组织用户
25136308,github/fetch,9919,github,JavaScript,MIT License,组织用户
59996401,YMFE/yapi,19645609,YMFE,JavaScript,Apache License 2.0,组织用户
17372733,OAI/OpenAPI-Specification,16343502,OAI,JavaScript,Apache License 2.0,组织用户
3620194,select2/select2,8077542,select2,JavaScript,MIT License,组织用户
108252892,proxyee-down-org/proxyee-down,39588481,proxyee-down-org,Java,Apache License 2.0,组织用户
7613257,SeleniumHQ/selenium,983927,SeleniumHQ,Java,Apache License 2.0,组织用户
56353740,kubernetes/minikube,13629408,kubernetes,Go,Apache License 2.0,组织用户
115110181,swc-project/swc,26715726,swc-project,TypeScript,Other,组织用户
317757,Modernizr/Modernizr,131060,Modernizr,JavaScript,Other,组织用户
126178683,halo-dev/halo,48195280,halo-dev,Java,GNU General Public License v3.0,组织用户
89247811,CMU-Perceptual-Computing-Lab/openpose,12239573,CMU-Perceptual-Computing-Lab,C++,Other,组织用户
